,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price_m2,month,market_price_m2,status,buy_price
0,399000195,2014-10-20,200000.0,3,1,960,7500,1,0,3,960,0,1953,1900,98178,47.4966,-122.255,287.04,10,427.26396370853416,buy,200000.0
1,7812800515,2014-10-25,159075.0,4,1,1580,6200,1,0,3,790,790,1944,1900,98178,47.4971,-122.24,276.1747258064516,10,427.26396370853416,buy,159075.0
2,2976800749,2014-10-31,150000.0,4,2,1460,7254,1,0,3,1460,0,1959,1900,98178,47.5056,-122.254,222.58064516129033,10,427.26396370853416,buy,150000.0
3,7689600215,2014-10-17,202500.0,3,1,1120,8576,1,0,3,1120,0,1943,1900,98178,47.4896,-122.248,254.16394589552237,10,427.26396370853416,buy,202500.0
4,8901000445,2014-12-18,390000.0,3,1,1600,10440,1,0,3,1600,0,1954,1900,98125,47.7109,-122.311,402.1034482758621,12,700.5495867768595,buy,390000.0
5,7715600070,2014-12-12,385000.0,3,1,1560,14288,1,0,3,780,780,1944,1900,98125,47.7183,-122.306,290.04339305711085,12,700.5495867768595,buy,385000.0
6,7663700401,2014-12-20,229000.0,4,1,1820,22814,1,0,3,1820,0,1920,1900,98125,47.7321,-122.296,108.04576137459455,12,700.5495867768595,buy,229000.0
7,6411600411,2014-12-09,257000.0,2,1,770,7200,1,0,3,770,0,1951,1900,98125,47.7143,-122.325,384.215,12,700.5495867768595,buy,257000.0
8,5631500400,2015-02-25,180000.0,2,1,770,10000,1,0,3,770,0,1933,1900,98028,47.7379,-122.233,193.75199999999998,02,668.9723362076436,buy,180000.0
9,3579700015,2015-02-27,295000.0,4,1,1400,11934,1,0,3,1050,350,1961,1900,98028,47.7346,-122.244,266.078431372549,02,668.9723362076436,buy,295000.0
10,3824100020,2015-02-03,335000.0,3,1,1510,9720,1,0,3,1510,0,1948,1976,98028,47.7728,-122.258,370.98148148148147,02,668.9723362076436,buy,335000.0
11,6600220080,2015-02-04,395000.0,3,1,1280,15028,1,0,3,1280,0,1982,1900,98074,47.6304,-122.035,282.92387543252596,02,679.4108910891089,buy,395000.0
12,6817850050,2015-02-17,810000.0,4,2,3280,25211,2,0,3,3280,0,1985,1900,98074,47.6398,-122.05,345.8347546705803,02,679.4108910891089,buy,810000.0
13,2025069037,2015-02-10,1050000.0,4,2,3250,48037,1,0,3,2030,1220,1985,1900,98074,47.6326,-122.07,235.28113745654392,02,679.4108910891089,buy,1050000.0
14,3578400710,2015-02-06,390000.0,3,2,1010,14183,1,0,3,1010,0,1982,1900,98074,47.6232,-122.043,295.98533455545373,02,679.4108910891089,buy,390000.0
15,3578401770,2015-02-26,400000.0,3,1,1410,9704,1,0,3,1140,270,1983,1900,98074,47.6203,-122.036,443.6933223413026,02,679.4108910891089,buy,400000.0
16,7237550310,2014-05-12,1225000.0,4,4,5420,101930,1,0,3,3890,1530,2001,1900,98053,47.6561,-122.005,129.36230746590797,05,277.3663705127369,buy,1225000.0
17,3526069070,2014-05-28,799000.0,4,3,2580,209523,2,0,3,2580,0,1984,1900,98053,47.6932,-122.006,41.04769404790882,05,277.3663705127369,buy,799000.0
18,1117200390,2014-05-07,1150000.0,4,4,4460,103382,2,0,3,4460,0,2001,1900,98053,47.634,-121.997,119.73651119150335,05,277.3663705127369,buy,1150000.0
19,925069111,2015-05-07,568000.0,3,1,1760,235224,1,0,3,1760,0,1973,1900,98053,47.6735,-122.041,25.992041628405264,05,277.3663705127369,buy,568000.0
20,2621700010,2014-05-08,569000.0,4,2,2250,41688,2,0,3,2250,0,1980,1900,98053,47.6695,-122.05,146.91796200345422,05,277.3663705127369,buy,569000.0
21,7237550130,2014-05-20,1300000.0,4,3,4380,74052,1,0,3,4380,0,2001,1900,98053,47.6587,-122.009,188.96451142440446,05,277.3663705127369,buy,1300000.0
22,625069064,2015-05-07,625000.0,3,2,2570,47480,1,0,3,2570,0,1979,1900,98053,47.6854,-122.079,141.69123841617522,05,277.3663705127369,buy,625000.0
23,425069020,2014-05-05,1090000.0,4,2,4340,141570,2,0,3,4340,0,1992,1900,98053,47.6805,-122.048,82.87603305785125,05,277.3663705127369,buy,1090000.0
24,1225069038,2014-05-05,2280000.0,7,8,13540,307752,3,0,3,9410,4130,1999,1900,98053,47.6675,-121.986,79.74576932075178,05,277.3663705127369,buy,2280000.0
25,1428000970,2014-05-21,540000.0,3,1,1300,62290,1,0,3,1300,0,1983,1900,98053,47.6529,-121.979,93.31449670894204,05,277.3663705127369,buy,540000.0
26,1525069088,2015-05-04,442500.0,5,3,4240,226097,2,0,3,3410,830,1980,1900,98053,47.6472,-122.017,21.066489161731468,05,277.3663705127369,buy,442500.0
27,2425069069,2014-05-27,587000.0,3,2,2370,217800,2,0,3,2370,0,1979,1900,98053,47.6364,-121.984,29.010413223140496,05,277.3663705127369,buy,587000.0
28,3528000470,2014-05-09,851000.0,3,2,3560,107290,2,0,3,3560,0,1987,1900,98053,47.6652,-122.049,85.37761207941094,05,277.3663705127369,buy,851000.0
29,525069127,2014-05-23,1200000.0,4,3,4740,172497,2,0,3,4740,0,2003,1900,98053,47.6779,-122.075,74.88130228351797,05,277.3663705127369,buy,1200000.0
30,1825079086,2014-05-21,700000.0,4,2,3010,46173,2,0,3,3010,0,1996,1900,98053,47.6471,-121.964,163.18627769475668,05,277.3663705127369,buy,700000.0
31,203101530,2014-05-30,475000.0,2,2,1540,54450,2,0,3,1540,0,1983,1900,98053,47.638,-121.953,93.90082644628099,05,277.3663705127369,buy,475000.0
32,7302000610,2015-05-08,316000.0,4,1,2120,46173,2,0,3,2120,0,1974,1900,98053,47.6503,-121.968,73.66694821649016,05,277.3663705127369,buy,316000.0
33,2325069054,2014-05-21,225000.0,2,1,1396,111949,1,0,3,1396,0,1940,1997,98053,47.6374,-122.007,21.63395832030657,05,277.3663705127369,buy,225000.0
34,2190601055,2014-06-24,314900.0,4,1,2700,27072,1,0,3,1380,1320,1958,1900,98003,47.2877,-122.293,125.20624999999998,06,323.6522448979592,buy,314900.0
35,8588000315,2014-06-24,225000.0,3,1,1330,13102,1,0,3,1330,0,1968,1900,98003,47.3172,-122.322,184.84964127614106,06,323.6522448979592,buy,225000.0
36,7138000170,2015-01-02,147500.0,3,1,1230,10125,1,0,3,1230,0,1960,1900,98198,47.397,-122.299,156.8088888888889,01,360.90993500464253,buy,147500.0
37,2641800060,2015-04-27,239000.0,3,1,940,8571,1,0,3,940,0,1950,1900,98146,47.5006,-122.336,300.151207560378,04,464.5363321799308,buy,239000.0
38,723049333,2015-04-05,285000.0,3,1,1490,10367,1,0,3,1010,480,1957,1900,98146,47.4973,-122.347,295.91395775055463,04,464.5363321799308,buy,285000.0
39,123039346,2015-04-30,335000.0,3,1,1260,17000,1,0,3,1260,0,1994,1900,98146,47.5114,-122.361,212.11411764705883,04,464.5363321799308,buy,335000.0
40,5088500310,2015-03-12,435000.0,3,2,2660,16677,1,0,3,2210,450,1990,1900,98038,47.3689,-122.055,280.7663248785753,03,530.5717060142063,buy,435000.0
41,1545802830,2015-03-09,258500.0,3,2,1460,7930,1,0,3,1460,0,1989,1900,98038,47.359,-122.049,350.88196721311476,03,530.5717060142063,buy,258500.0
42,9406550050,2015-03-30,289000.0,3,2,1490,8628,2,0,3,1490,0,1994,1900,98038,47.3643,-122.041,360.54659248956887,03,530.5717060142063,buy,289000.0
43,9206700190,2015-03-06,713900.0,3,2,3370,167706,1,0,3,3370,0,2000,1900,98038,47.4379,-122.022,45.820779220779215,03,530.5717060142063,buy,713900.0
44,9407600250,2015-03-27,211000.0,3,2,1060,7412,1,0,3,1060,0,1987,1900,98038,47.3897,-122.051,306.4225580140313,03,530.5717060142063,buy,211000.0
45,1560930050,2015-03-25,557500.0,3,2,2510,35255,1,0,3,2510,0,1994,1900,98038,47.4012,-122.025,170.21500496383493,03,530.5717060142063,buy,557500.0
46,222069057,2015-03-30,665000.0,3,3,3580,95832,1,0,3,3580,0,2005,1900,98038,47.4239,-122.015,74.6938392186326,03,530.5717060142063,buy,665000.0
47,4124000320,2015-03-16,335620.0,3,2,1800,15903,1,0,3,1340,460,1986,1900,98038,47.3813,-122.043,227.16554612337293,03,530.5717060142063,buy,335620.0
48,1222069129,2015-03-27,1125000.0,4,3,3890,422096,1,0,3,3150,740,2001,1900,98038,47.4125,-121.982,28.68897122929381,03,530.5717060142063,buy,1125000.0
49,2025700260,2015-03-25,259500.0,3,2,1490,7589,2,0,3,1490,0,1993,1900,98038,47.3474,-122.037,368.0666754513111,03,530.5717060142063,buy,259500.0
50,1442700360,2015-03-20,428000.0,3,2,2600,15000,2,0,3,2600,0,1978,1900,98038,47.3719,-122.056,307.1328,03,530.5717060142063,buy,428000.0
51,1465400120,2015-03-26,700000.0,3,2,3110,123710,2,0,3,2430,680,1995,1900,98038,47.3879,-122.002,60.90695982539811,03,530.5717060142063,buy,700000.0
52,522079015,2015-03-22,608000.0,3,2,2400,217800,2,0,3,1590,810,1975,1900,98038,47.4166,-121.94,30.048264462809918,03,530.5717060142063,buy,608000.0
53,7379700051,2015-04-10,375000.0,3,1,1590,14766,1,0,3,1590,0,1963,1900,98007,47.5902,-122.147,273.3644859813084,04,650.3249999999999,buy,375000.0
54,2207200455,2015-04-09,585000.0,5,1,1880,16617,1,0,3,960,920,1963,1900,98007,47.6003,-122.132,378.94565806102185,04,650.3249999999999,buy,585000.0
55,9212900260,2014-05-27,468000.0,2,1,1160,6000,1,0,4,860,300,1942,1900,98115,47.69,-122.292,839.592,05,1346.624060150376,buy,468000.0
56,1995200200,2014-05-06,313950.0,3,1,1510,6083,1,0,4,860,650,1940,1900,98115,47.6966,-122.324,555.5413118527042,05,1346.624060150376,buy,313950.0
57,5363200180,2014-05-15,640000.0,4,2,2560,7798,1,0,4,1890,670,1947,1900,98115,47.6914,-122.296,883.4265196204155,05,1346.624060150376,buy,640000.0
58,1566100555,2015-05-01,721000.0,4,2,2280,8339,1,0,4,1220,1060,1954,1900,98115,47.6986,-122.297,930.6684254706798,05,1346.624060150376,buy,721000.0
59,114101516,2014-05-28,310000.0,3,1,1430,19901,1,0,4,1430,0,1927,1900,98028,47.7558,-122.229,167.67197628259888,05,424.90820888423855,buy,310000.0
60,8644400060,2014-10-29,568000.0,3,2,2320,57063,1,0,4,1790,530,1979,1900,98074,47.6163,-122.056,107.14389359129383,10,275.96864101052296,buy,568000.0
61,1175000570,2015-03-12,530000.0,5,2,1810,4850,1,0,3,1810,0,1900,1900,98107,47.67,-122.394,1176.2721649484536,03,3082.418181818182,buy,530000.0
62,2768301715,2015-03-11,565000.0,4,3,2020,4300,1,0,3,2020,0,1900,1900,98107,47.6653,-122.372,1414.339534883721,03,3082.418181818182,buy,565000.0
63,2767601815,2015-03-17,356000.0,3,1,940,2366,1,0,3,940,0,1916,1900,98107,47.6744,-122.383,1619.6043956043957,03,3082.418181818182,buy,356000.0
64,2768200090,2015-03-17,890000.0,6,3,2770,5000,1,0,3,1870,900,1969,1900,98107,47.669,-122.365,1915.992,03,3082.418181818182,buy,890000.0
65,455000760,2015-03-11,685000.0,3,2,2500,6733,1,0,3,1770,730,1979,1900,98107,47.6691,-122.36,1095.104708153869,03,3082.418181818182,buy,685000.0
66,7454000295,2015-01-30,245000.0,2,1,710,6322,1,0,3,710,0,1942,1900,98126,47.5165,-122.376,417.14330907940524,01,1342.1829357798165,buy,245000.0
67,7454000110,2015-01-27,202000.0,2,1,670,7844,1,0,3,670,0,1942,1900,98126,47.5165,-122.372,277.19632840387555,01,1342.1829357798165,buy,202000.0
68,4319200820,2015-01-22,333000.0,3,1,950,5214,1,0,3,830,120,1944,1900,98126,47.5362,-122.379,687.4591484464902,01,1342.1829357798165,buy,333000.0
69,6865200140,2014-05-29,485000.0,4,1,1600,4300,1,0,4,1600,0,1916,1900,98103,47.6648,-122.343,1214.0790697674418,05,1734.6167247386757,buy,485000.0
70,5540800100,2015-05-11,245000.0,3,1,910,6630,1,0,4,910,0,1912,1900,98103,47.6947,-122.346,397.7647058823529,05,1734.6167247386757,buy,245000.0
71,3126049107,2015-05-03,577500.0,2,1,1640,5515,1,0,4,940,700,1926,1900,98103,47.6912,-122.334,1127.1459655485041,05,1734.6167247386757,buy,577500.0
72,263000155,2014-05-05,418000.0,3,2,1410,6030,1,0,4,1410,0,1930,1900,98103,47.6994,-122.347,746.1611940298508,05,1734.6167247386757,buy,418000.0
73,1931300870,2014-05-28,355000.0,2,1,1270,3200,1,0,4,960,310,1920,1900,98103,47.6565,-122.348,1194.13125,05,1734.6167247386757,buy,355000.0
74,16000397,2014-12-05,189000.0,2,1,1200,9850,1,0,4,1200,0,1921,1900,98002,47.3089,-122.21,206.53766497461928,12,337.0669714285714,buy,189000.0
75,3339900096,2014-12-10,250750.0,5,1,2140,12058,1,0,4,2140,0,1951,1900,98002,47.3167,-122.214,223.84085254602752,12,337.0669714285714,buy,250750.0
76,7806210190,2014-12-22,239000.0,4,1,1500,12560,1,0,4,1000,500,1977,1900,98002,47.2918,-122.197,204.82452229299363,12,337.0669714285714,buy,239000.0
77,1202000140,2014-12-10,160000.0,3,1,1060,8000,1,0,4,1060,0,1927,1900,98002,47.305,-122.218,215.28,12,337.0669714285714,buy,160000.0
78,7683800200,2015-04-02,275000.0,2,1,1270,32175,1,0,4,1270,0,1947,1900,98003,47.3347,-122.304,92.0,04,319.06490649064904,buy,275000.0
79,5151600480,2015-04-02,248000.0,3,1,1840,19501,1,0,4,1270,570,1972,1900,98003,47.3364,-122.318,136.88898005230502,04,319.06490649064904,buy,248000.0
80,7683800010,2015-04-21,205000.0,3,1,1300,9880,1,0,4,1300,0,1959,1900,98003,47.3352,-122.297,223.3421052631579,04,319.06490649064904,buy,205000.0
81,9371700125,2014-05-28,254000.0,2,1,1060,8187,1,0,4,1060,0,1952,1900,98133,47.7508,-122.349,333.950897764749,05,518.2666666666667,buy,254000.0
82,726049202,2015-05-06,335000.0,3,1,1020,10200,1,0,4,1020,0,1954,1900,98133,47.7503,-122.348,353.5235294117647,05,518.2666666666667,buy,335000.0
83,6713700025,2014-05-15,300000.0,3,1,1220,13000,1,0,4,1220,0,1955,1900,98133,47.7608,-122.353,248.4,05,518.2666666666667,buy,300000.0
84,1397300055,2014-05-20,268500.0,2,1,790,8424,1,0,4,790,0,1953,1900,98133,47.7511,-122.352,343.0833333333333,05,518.2666666666667,buy,268500.0
85,2524049179,2014-08-26,2000000.0,3,2,3050,44867,1,0,3,2330,720,1968,1900,98040,47.5316,-122.233,479.8181291372278,08,731.5224805882656,buy,2000000.0
86,4137010240,2014-07-16,336000.0,3,2,2820,11625,2,0,3,2820,0,1986,1900,98092,47.2621,-122.218,311.11432258064514,07,474.60443349753695,buy,336000.0
87,3211230080,2014-07-28,424000.0,3,2,2200,34680,2,0,3,2200,0,1985,1900,98092,47.3139,-122.116,131.601384083045,07,474.60443349753695,buy,424000.0
88,3410600080,2014-07-09,734950.0,4,3,4280,47179,2,0,3,3050,1230,2002,1900,98092,47.3017,-122.127,167.68057398418787,07,474.60443349753695,buy,734950.0
89,4345000170,2015-05-04,210000.0,3,2,1320,15236,1,0,3,880,440,1995,1900,98030,47.365,-122.184,148.36177474402731,05,326.24772681349765,buy,210000.0
90,3222059187,2014-05-28,460000.0,4,3,2230,52983,2,0,3,2230,0,1991,1900,98030,47.3577,-122.195,93.45337183624936,05,326.24772681349765,buy,460000.0
91,1657000070,2014-11-18,250000.0,3,2,1470,12096,1,0,4,1470,0,1942,1900,98030,47.3734,-122.193,222.4702380952381,11,358.13009010825397,buy,250000.0
92,2867100190,2014-06-18,650000.0,5,1,1260,4500,1,0,3,1260,0,1926,1900,98119,47.6452,-122.369,1554.8,06,2639.9309419014085,buy,650000.0
93,7015200790,2014-06-24,683500.0,3,1,1820,5756,1,0,3,1640,180,1946,1900,98119,47.6479,-122.367,1278.1782487838777,06,2639.9309419014085,buy,683500.0
94,5101402488,2014-06-24,438000.0,3,1,1520,6380,1,0,3,790,730,1948,1900,98115,47.695,-122.304,738.9705329153605,06,1087.2864728192162,buy,438000.0
95,5210200131,2014-06-30,491950.0,3,2,2090,10733,1,0,3,1440,650,1958,1900,98115,47.6971,-122.281,493.3708935060095,06,1087.2864728192162,buy,491950.0
96,5101405276,2014-06-09,378500.0,2,1,730,7528,1,0,3,730,0,1946,1900,98115,47.6997,-122.305,541.202709883103,06,1087.2864728192162,buy,378500.0
97,5652601330,2014-06-04,489000.0,3,1,1020,9072,1,0,3,920,100,1930,1900,98115,47.695,-122.301,580.202380952381,06,1087.2864728192162,buy,489000.0
98,7197350070,2015-03-04,512000.0,3,1,1610,12555,1,0,3,1080,530,1977,1900,98052,47.6618,-122.136,438.9620071684588,03,1025.142857142857,buy,512000.0
